file,check,count,lines,excerpt
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,129;235,- Traceability 🔗 | ### Patterns 📊 | - Baseline-first comparison | - Fixed acceptance thresholds
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,131;237,### Patterns 📊 | - Baseline-first comparison | - Fixed acceptance thresholds | - Deterministic reruns
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,132;238,- Baseline-first comparison | - Fixed acceptance thresholds | - Deterministic reruns | ### Anti-Patterns 🚨
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,133;239,- Fixed acceptance thresholds | - Deterministic reruns | ### Anti-Patterns 🚨 | - Post-hoc threshold tuning
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,134;240,- Deterministic reruns | ### Anti-Patterns 🚨 | - Post-hoc threshold tuning | - Missing raw artifacts
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,136;242,### Anti-Patterns 🚨 | - Post-hoc threshold tuning | - Missing raw artifacts | - Incomplete negative-path checks
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,137;243,- Post-hoc threshold tuning | - Missing raw artifacts | - Incomplete negative-path checks | ### Pitfalls 🤔
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,138;244,- Missing raw artifacts | - Incomplete negative-path checks | ### Pitfalls 🤔 | - Hidden assumptions
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,139;245,- Incomplete negative-path checks | ### Pitfalls 🤔 | - Hidden assumptions | - Interface timing drift
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,141;247,### Pitfalls 🤔 | - Hidden assumptions | - Interface timing drift | - Weak requirement-to-test linkage
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,142;248,- Hidden assumptions | - Interface timing drift | - Weak requirement-to-test linkage | ### Example Expansion 📊
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,143;249,"- Interface timing drift | - Weak requirement-to-test linkage | ### Example Expansion 📊 | - Include one nominal, one boundary, and one fault scenario per objective"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,144;250,"- Weak requirement-to-test linkage | ### Example Expansion 📊 | - Include one nominal, one boundary, and one fault scenario per objective | ### Review Heuristic 📝"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,146;252,"### Example Expansion 📊 | - Include one nominal, one boundary, and one fault scenario per objective | ### Review Heuristic 📝 | - If a claim cannot be tied to an artifact, mark confidence as provisiona"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,147;253,"- Include one nominal, one boundary, and one fault scenario per objective | ### Review Heuristic 📝 | - If a claim cannot be tied to an artifact, mark confidence as provisional | ### Checklist Extensio"
/home/madhavan/projects/Embedded-V-and-V-Deep-Dive/tools/Wireshark/README.rst,duplicate_4gram,2,149;255,"### Review Heuristic 📝 | - If a claim cannot be tied to an artifact, mark confidence as provisional | ### Checklist Extension 📅 | - Capture residual risk, ownership, and next action for each unresolve"
